"batch_size","best_epoch","bidirectional","dropout","dropout_lstm","english_lstm","epochs","german_lstm","layers","learning_rate","val_mae","val_mean_squared_error","val_pearsonr","val_rmse"
"64","6","False","0.31","0.19","64","500","128","[64, 128, 512, 256]","0.00029499999999999996","0.5242443680763245","0.7343252897262573","0.15381087362766266","0.8569278120994568"
"64","14","False","0.18","0.02","64","500","512","[128, 64]","0.000736","0.5206384658813477","0.7456070780754089","0.09583151340484619","0.8634853959083557"
"512","21","False","0.08","0.28","256","500","256","[32, 256]","0.0007379999999999999","0.5989659428596497","0.7824979424476624","0.1159580796957016","0.8845891356468201"
"64","11","False","0.04","0.37","32","500","32","[256, 512, 64, 32]","5.2e-05","0.5228462815284729","0.7384998202323914","0.11321214586496353","0.8593600988388062"
"512","2","False","0.15","0.27","512","500","32","[128]","0.000414","0.5367176532745361","0.7357142567634583","0.13381758332252502","0.8577378988265991"
"256","4","True","0.06","0.17","512","500","32","[512, 256]","0.0003","0.5255794525146484","0.7311391830444336","0.14986568689346313","0.8550667762756348"
"64","4","True","0.36","0.07","32","500","256","[32]","0.0008579999999999999","0.5071848630905151","0.7345322370529175","0.14586542546749115","0.8570485711097717"
"512","11","False","0.4","0.29","256","500","64","[64, 512]","0.000452","0.5159164071083069","0.7303286194801331","0.15267668664455414","0.8545926809310913"
"64","8","True","0.38","0.39","256","500","64","[512, 256]","5.2e-05","0.5329446792602539","0.7278733253479004","0.1620182991027832","0.8531548976898193"
"256","17","False","0.19","0.16","128","500","32","[256, 32, 128, 64]","0.000896","0.5249130129814148","0.7472904324531555","0.11187832802534103","0.8644596338272095"
"64","12","False","0.23","0.25","256","500","32","[64, 256, 128, 512]","0.000848","0.5328041315078735","0.7311936616897583","0.1421491652727127","0.8550986051559448"
"128","35","True","0.27","0.19","32","500","32","[512, 256, 64, 128]","3.9999999999999996e-05","0.5330410003662109","0.725756049156189","0.16740287840366364","0.8519131541252136"
"128","3","False","0.09","0.2","64","500","512","[32, 512, 256, 128]","0.000414","0.5255686640739441","0.7327160835266113","0.15282459557056427","0.8559883832931519"
"256","11","True","0.4","0.04","512","500","64","[128]","0.000103","0.5088692307472229","0.7315148115158081","0.15761256217956543","0.8552864193916321"
"64","9","False","0.0","0.29","32","500","128","[64, 256]","0.000658","0.525269091129303","0.7395766973495483","0.138845756649971","0.859986424446106"
"128","4","True","0.02","0.47000000000000003","512","500","64","[128, 32, 512]","0.00052","0.5049170851707458","0.7354256510734558","0.15546821057796478","0.8575696349143982"
"64","9","False","0.0","0.16","512","500","128","[512, 128, 64, 32]","0.000272","0.5514891743659973","0.7379361987113953","0.14896705746650696","0.859032154083252"
"32","11","True","0.23","0.19","64","500","32","[256]","5.4e-05","0.5303879976272583","0.7310383915901184","0.13028225302696228","0.8550078272819519"
"32","3","True","0.06","0.23","64","500","128","[512, 32, 128, 256]","0.00035999999999999997","0.532681941986084","0.7322382926940918","0.11967107653617859","0.8557092547416687"
"512","8","False","0.48","0.16","64","500","128","[128]","0.0008489999999999999","0.5496882796287537","0.7332311272621155","0.14165213704109192","0.8562891483306885"
"256","20","False","0.28","0.3","64","500","512","[256, 512, 128, 32]","3.9999999999999996e-05","0.5104655027389526","0.73079514503479","0.16084827482700348","0.854865550994873"
"128","4","False","0.33","0.13","64","500","32","[128, 32]","0.0005859999999999999","0.5057928562164307","0.7440323233604431","0.10499916970729828","0.8625730872154236"
"256","4","True","0.27","0.06","64","500","64","[256]","0.000607","0.5041693449020386","0.7485424280166626","0.1167575940489769","0.8651834726333618"
"128","4","False","0.03","0.39","32","500","32","[128, 512]","0.0005059999999999999","0.5076982975006104","0.735196590423584","0.1475692093372345","0.8574360609054565"
"256","4","True","0.0","0.04","512","500","64","[64, 256, 512]","0.000676","0.5090351104736328","0.731705904006958","0.155949205160141","0.8553981184959412"
"64","5","False","0.49","0.37","512","500","64","[32]","0.000855","0.5178278088569641","0.7415493726730347","0.08947800099849701","0.8611326217651367"
"512","166","True","0.03","0.08","64","500","512","[32, 256, 64, 512]","2e-06","0.5253598690032959","0.7306183576583862","0.14820143580436707","0.8547621369361877"
"512","29","False","0.1","0.4","128","500","128","[512, 32]","3.2e-05","0.5350610613822937","0.7312479615211487","0.14518317580223083","0.8551303744316101"
"32","9","False","0.38","0.29","512","500","32","[64, 32, 512, 128]","0.0006299999999999999","0.5261576175689697","0.7459585666656494","0.10074348747730255","0.8636889457702637"
"256","5","False","0.33","0.38","128","500","512","[64]","0.0004919999999999999","0.5213216543197632","0.7411236763000488","0.0890500545501709","0.8608853816986084"
"64","17","True","0.37","0.04","512","500","512","[512, 128, 32, 64]","6.4e-05","0.5492982864379883","0.7304843068122864","0.15699711441993713","0.8546837568283081"
"64","9","False","0.17","0.02","32","500","32","[32, 64, 256]","0.00089","0.5331596732139587","0.7367960214614868","0.1261608600616455","0.8583682179450989"
